Redirect URL,Full URL,Page Type / AEM Template,Migration Type,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Series,Taxonomy: Time horizon,Taxonomy: Market conditions,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-climate-politics-frances-carbon-footprint-incentive,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/briefcase-climate-politics-frances-carbon-footprint-incentive,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance|Automotive sustainability and ESG,Automotive sustainability,BriefCASE,,,/Policy|/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,Europe,Europe,France
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-indias-road-to-adas-adoption,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/briefcase-indias-road-to-adas-adoption,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS,Future of mobility,BriefCASE,,,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,India
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-sodium-ion-batteries-to-unseat-lithium,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/briefcase-sodium-ion-batteries-to-unseat-lithium,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV battery technology,EV battery technology,BriefCASE,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/february-2024-us-auto-sales-to-bounce-mildly,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/february-2024-us-auto-sales-to-bounce-mildly,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-the-road-to-transformation-charting-the-cours,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/fuel-for-thought-the-road-to-transformation-charting-the-cours,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Future of mobility,Fuel for Thought,,,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/march-2024-us-auto-sales-reflect-uneasy-progress,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/march-2024-us-auto-sales-reflect-uneasy-progress,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-commercial-truck-market-beats-growth-expectations-new-insights,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/us-commercial-truck-market-beats-growth-expectations-new-insights,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Commercial vehicle market,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-ev-sales-grew-nearly-52-in-2023,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/us-ev-sales-grew-nearly-52-in-2023,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Market segmentation insights,Electric vehicle industry,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-graphite-supply-chain-expansion-dimming-import-needs,https://www.spglobal.com/automotive-insights/en/blogs/2024/3/us-graphite-supply-chain-expansion-dimming-import-needs,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive supply chain disruption and resilience,EV battery technology|Automotive supply chain,,,,,,/Automotive suppliers and supply chain,/Supply chain analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/april-2024-us-auto-sales,https://www.spglobal.com/automotive-insights/en/blogs/2024/4/april-2024-us-auto-sales,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-taiwan-earthquake-puts-spotlight-back-on-chip-supply,https://www.spglobal.com/automotive-insights/en/blogs/2024/4/briefcase-taiwan-earthquake-puts-spotlight-back-on-chip-supply,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors|Automotive supply chain disruption and resilience,Automotive supply chain|Supply chain resilience,BriefCASE,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/electric-vehicles-battery-production-india,https://www.spglobal.com/automotive-insights/en/blogs/2024/4/electric-vehicles-battery-production-india,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV battery technology,EV battery technology,,,,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,India
https://www.mobilityglobal.com/en-us/automotive-insights/blog/automotive-marketing-electric-vehicles,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/automotive-marketing-electric-vehicles,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Dealer and retail trends,Electric vehicle industry|Automotive consumer trends,,,,,,/Automotive OEMs|/Automotive dealers and retailers,/Marketing and media agencies|/Dealer / retailer,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/average-age-vehicles-united-states-2024,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/average-age-vehicles-united-states-2024,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive aftermarket,/Aftermarket provider,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-can-data-privacy-concerns-spoil-connected-car-party,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-can-data-privacy-concerns-spoil-connected-car-party,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Connected cars and vehicles|Regulations and compliance,Automotive industry forecast and analysis,BriefCASE,,,/Data privacy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-eu-regulations-to-spark-surge-ev-charging-convenience,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-eu-regulations-to-spark-surge-ev-charging-convenience,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV charging infrastructure|Regulations and compliance,Electric vehicle industry,BriefCASE,,,/Policy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-india-new-electric-vehicle-policy,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-india-new-electric-vehicle-policy,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance,Electric vehicle industry,BriefCASE,,,/Policy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,India
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-software-defined-vehicles-identity-crisis-for-auto,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-software-defined-vehicles-identity-crisis-for-auto,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Software defined vehicles (SDV),Software-defined vehicles,BriefCASE,,,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-the-game-of-tariffs-ev-battery-imports,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-the-game-of-tariffs-ev-battery-imports,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy | EV battery technology,Automotive tariffs,BriefCASE,,,/Policy,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/electric-motors-eaxles-growth-trends,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/electric-motors-eaxles-growth-trends,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive parts and components,Automotive supply chain,,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-average-age-vehicles-2024,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/fuel-for-thought-average-age-vehicles-2024,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,Fuel for Thought,,,,,/Automotive aftermarket,/Aftermarket provider,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/global-ev-demand-raises-concerns-about-battery-cell,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/global-ev-demand-raises-concerns-about-battery-cell,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV battery technology| EV adoption | Automotive supply chain disruption and resilience,Electric vehicle industry|EV battery technology,,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/may-2024-automotive-sales-united-states,https://www.spglobal.com/automotive-insights/en/blogs/2024/5/may-2024-automotive-sales-united-states,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/9-highlights-survey-autonomous-vehicles,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/9-highlights-survey-autonomous-vehicles,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/automotive-insights-q1-2024-canadian-ev-information-and-analysis,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/automotive-insights-q1-2024-canadian-ev-information-and-analys,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,EV adoption|Market segmentation insights,Electric vehicle industry,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,Canada
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-automotive-semiconductor-industry-positive-outlook,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/briefcase-automotive-semiconductor-industry-positive-outlook,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors,Automotive supply chain|Supply chain resilience,BriefCASE,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-chinese-suppliers-gain-strong-foothold-lidar-market,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/briefcase-chinese-suppliers-gain-strong-foothold-lidar-market,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS|Automotive parts and components|Competitive landscape,Automotive supply chain,BriefCASE,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Competitive intelligence,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-ev-manufacturing-in-thailand-chinese-automakers,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/briefcase-ev-manufacturing-in-thailand-chinese-automakers,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Global automotive markets|Vehicle production forecasts,Electric vehicle industry|Automotive industry forecast and analysis,BriefCASE,,,,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/connectivity-and-ota-updates,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/connectivity-and-ota-updates,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Connected cars and vehicles|Software defined vehicles (SDV),Software-defined vehicles,,,,,,/Automotive OEMs,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/demographic-marketing-automotive-industry,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/demographic-marketing-automotive-industry,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports,Demographic trends|Consumer behavior insights,Automotive consumer trends,,,,,,/Automotive OEMs,/Marketing and media agencies,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/electric-vehicle-growth-canada-usa,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/electric-vehicle-growth-canada-usa,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Market segmentation insights,Electric vehicle industry,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/powertrain-and-investments-propel-americas-electrification,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/powertrain-and-investments-propel-americas-electrification,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Product planner|/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/surprising-trends-us-electric-vehicle-market,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/surprising-trends-us-electric-vehicle-market,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Market segmentation insights,Electric vehicle industry,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-auto-sales-june-2024,https://www.spglobal.com/automotive-insights/en/blogs/2024/6/us-auto-sales-june-2024,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/a-breakdown-on-europe-chinese-ev-tariffs,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/a-breakdown-on-europe-chinese-ev-tariffs,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy ,Automotive tariffs|Electric vehicle industry,,,,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/blog/auto-industry-responds-to-eu-tariffs-on-china-evs,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/auto-industry-responds-to-eu-tariffs-on-china-evs,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy,Automotive tariffs|Electric vehicle industry,,,,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-how-rivian-deal-propels-volkswagen-forward-sdv-race,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/briefcase-how-rivian-deal-propels-volkswagen-forward-sdv-race,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Software defined vehicles (SDV)|Competitive landscape | Software-defined vehicles,Software-defined vehicles,BriefCASE,,,,,/Automotive OEMs,/OEM strategist|/Competitive intelligence,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-oems-battery-sourcing-conundrum,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/briefcase-oems-battery-sourcing-conundrum,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV battery technology | Automotive supply chain risk management,EV battery technology|Automotive supply chain,BriefCASE,,,,,/Automotive OEMs,/Procurement|/Supply chain analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-ev-battery-energy-demand-forecast,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/fuel-for-thought-ev-battery-energy-demand-forecast,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,EV battery technology,Automotive industry forecast and analysis|EV battery technology,Fuel for Thought,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Supply chain analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/july-light-vehicle-production-forecast,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/july-light-vehicle-production-forecast,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Vehicle production forecasts,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/july-us-auto-sales-to-realize-bounce-from-june-impacts,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/july-us-auto-sales-to-realize-bounce-from-june-impacts,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/toyota-tundra-represents-growing-competition-in-pickup-segment,https://www.spglobal.com/automotive-insights/en/blogs/2024/7/toyota-tundra-represents-growing-competition-in-pickup-segment,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Competitive landscape|Market segmentation insights,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Competitive intelligence|/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/august-2024-auto-sales-united-states,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/august-2024-auto-sales-united-states,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/automakers-struggle-to-sustain-profit-margins,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/automakers-struggle-to-sustain-profit-margins,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Market volatility trends,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/automotive-loyalty-hybrid-electric-vehicle-buyers,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/automotive-loyalty-hybrid-electric-vehicle-buyers,Blog or Automotive Insights,Automatic,Sales solutions,,Loyalty,,,,/Analysis and reports,Automotive consumer demand,Automotive consumer trends,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-another-semiconductor-shortage-may-be-coming,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-another-semiconductor-shortage-may-be-coming,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors | Automotive supply chain disruption and resilience,Automotive supply chain,BriefCASE,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-ev-software-challenges-lessons-from-volvo-and-volksw,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-ev-software-challenges-lessons-from-volvo-and-volksw,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Software defined vehicles (SDV),Software-defined vehicles,BriefCASE,,,,,/Automotive OEMs,/OEM strategist|/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-south-korean-companies-eye-low-cost-lfp-battery-mkt,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-south-korean-companies-eye-low-cost-lfp-battery-mkt,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV battery technology | Competitive landscape,EV battery technology,BriefCASE,,,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Business development|/Supply chain analyst,,/Short-form article,,,,Japan/Korea,Japan/Korea,South Korea
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-steering-into-the-future-telematics-is-the-wheel-deal,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-steering-into-the-future-telematics-is-the-wheel-deal,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Connected cars and vehicles,Future of mobility,BriefCASE,,,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/electric-vehicle-adoption-trends-its-not-all-grim,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/electric-vehicle-adoption-trends-its-not-all-grim,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Automotive consumer demand,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fuel-for-thought-electric-vehicle-adoption-trends-china,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/fuel-for-thought-electric-vehicle-adoption-trends-china,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Electric vehicle industry | EV adoption | Global automotive markets,Automotive industry forecast and analysis,Fuel for Thought,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/blog/light-vehicle-production-forecast-august-2024,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/light-vehicle-production-forecast-august-2024,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Vehicle production forecasts,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/motor-shows-where-are-they-now,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/motor-shows-where-are-they-now,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Events and webinars|/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,,,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/the-growing-popularity-of-ev-leasing,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/the-growing-popularity-of-ev-leasing,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Consumer behavior insights,Automotive consumer trends|Electric vehicle industry,,,,,,/Fleet management and leasing|/Automotive dealers and retailers,/Leasing / financial services|/Dealer / retailer,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-automotive-brand-loyalty-rates,https://www.spglobal.com/automotive-insights/en/blogs/2024/8/us-automotive-brand-loyalty-rates,Blog or Automotive Insights,Automatic,Sales solutions,,Loyalty,,,,/Analysis and reports,Loyalty,Automotive consumer trends,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-india-ev-infrastructure-growth-nearly-fully-charged,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/briefcase-india-ev-infrastructure-growth-nearly-fully-charged,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV charging infrastructure,Electric vehicle industry,BriefCASE,,,,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,India
https://www.mobilityglobal.com/en-us/automotive-insights/blog/canada-tariffs-chinese-products-electric-vehicles,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/canada-tariffs-chinese-products-electric-vehicles,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy,Automotive tariffs,,,,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/canadian-automotive-insights-q2-2024,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/canadian-automotive-insights-q2-2024,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,EV adoption,Electric vehicle industry,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,Canada
https://www.mobilityglobal.com/en-us/automotive-insights/blog/challenges-of-phantom-braking,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/challenges-of-phantom-braking,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,"Autonomous vehicles and ADAS|Risk, safety and compliance",Automotive supply chain,,,,/Safety regulations,,/Automotive OEMs,/Technical specialists|/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/emissions-regulations-drive-electric-vehicles-europe,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/emissions-regulations-drive-electric-vehicles-europe,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance,Electric vehicle industry,,,,/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/fault-lines-in-the-connected-car-data-landscape,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/fault-lines-in-the-connected-car-data-landscape,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Connected cars and vehicles|Regulations and compliance,Future of mobility,,,,/Data privacy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
