Full URL,Page Type,JCR Path,Page Status,Taxonomy Status,Total Tags in CSV,Tags Resolved,Tags Unresolved,Unresolved Tag Details
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/mainland-china-autonomous-vehicle-development-on-a-different-track,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/mainland-china-autonomous-vehicle-development-on-a-different-track,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/october-2024-light-vehicle-production-forecast,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/october-2024-light-vehicle-production-forecast,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/rise-of-chinese-brands-in-europe,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/rise-of-chinese-brands-in-europe,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/rising-vehicle-inventories-boost-brand-loyalty,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/rising-vehicle-inventories-boost-brand-loyalty,EXISTS in AEM,PARTIAL (some unresolved),13,12,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2024/10/trucking-in-transition-potential-impacts-of-the-2024-election,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/10/trucking-in-transition-potential-impacts-of-the-2024-election,EXISTS in AEM,PARTIAL (some unresolved),14,13,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/auto-repair-marketing-for-aging-vehicles,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/auto-repair-marketing-for-aging-vehicles,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,topic: Aftermarket parts and components
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/auto-shows-in-los-angeles-and-guangzhou,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/auto-shows-in-los-angeles-and-guangzhou,EXISTS in AEM,APPLIED (all resolved),5,5,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/autotechinsight-interview-with-stellantis-cto-relying-solely-on-cloud-processing-is-impractical,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/autotechinsight-interview-with-stellantis-cto-relying-solely-on-cloud-processing-is-impractical,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-oem-balancing-act,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/briefcase-oem-balancing-act,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-on-a-lighter-note-the-automotive-industrys-weight-loss-journey,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/briefcase-on-a-lighter-note-the-automotive-industrys-weight-loss-journey,EXISTS in AEM,APPLIED (all resolved),7,7,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-qualcomms-automotive-business-hits-high-gears,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/briefcase-qualcomms-automotive-business-hits-high-gears,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/briefcase-tariff-trouble-will-mexicos-auto-investment-engine-splutter,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/briefcase-tariff-trouble-will-mexicos-auto-investment-engine-splutter,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/china-commercial-vehicles-production-capacity,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/china-commercial-vehicles-production-capacity,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/donald-trump-wins-what-to-expect-for-the-auto-industry,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/donald-trump-wins-what-to-expect-for-the-auto-industry,EXISTS in AEM,PARTIAL (some unresolved),13,12,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/how-eu-tariffs-will-impact-the-battery-electric-vehicle-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/how-eu-tariffs-will-impact-the-battery-electric-vehicle-market,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/november-2024-us-auto-sales-showing-signs-of-progress,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/november-2024-us-auto-sales-showing-signs-of-progress,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/the-evolution-of-electric-vehicle-battery-technology,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/the-evolution-of-electric-vehicle-battery-technology,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/11/under-the-radar-benefit-of-incremental-hybrid-vehicles,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/11/under-the-radar-benefit-of-incremental-hybrid-vehicles,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/automotive-industry-financed-emissions-decarbonization,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/automotive-industry-financed-emissions-decarbonization,EXISTS in AEM,PARTIAL (some unresolved),8,7,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/automotive-industry-forecast-2025-tariffs-evs,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/automotive-industry-forecast-2025-tariffs-evs,EXISTS in AEM,PARTIAL (some unresolved),11,10,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/automotive-supply-chain-data-for-investors,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/automotive-supply-chain-data-for-investors,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/auto-sales-december-2024-us,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/auto-sales-december-2024-us,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/briefcase-nhtsa-ups-the-ante-on-adas-tech-evaluation,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/briefcase-nhtsa-ups-the-ante-on-adas-tech-evaluation,EXISTS in AEM,PARTIAL (some unresolved),10,9,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/briefcase-sibs-and-ssbs-dynamic-duo-challenge-ev-battery-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/briefcase-sibs-and-ssbs-dynamic-duo-challenge-ev-battery-market,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/briefcase-the-2024-year-end-review,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/briefcase-the-2024-year-end-review,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/car-dealerships-inventory-management-strategies,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/car-dealerships-inventory-management-strategies,EXISTS in AEM,PARTIAL (some unresolved),8,7,1,audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/china-commercial-vehicles-trucks-forecast,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/china-commercial-vehicles-trucks-forecast,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/december-2024-vehicle-production-forecast,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/december-2024-vehicle-production-forecast,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/european-union-carbon-emissions-regulations-vehicles,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/european-union-carbon-emissions-regulations-vehicles,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/ev-sales-slowdown-cost-cuts-job-losses,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/ev-sales-slowdown-cost-cuts-job-losses,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/federal-rate-cuts-automotive-lender-business,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/federal-rate-cuts-automotive-lender-business,EXISTS in AEM,PARTIAL (some unresolved),8,7,1,audienceRole: Leasing / financial services
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/hybrids-thrive-as-electric-vehicle-growth-momentum-slows,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/hybrids-thrive-as-electric-vehicle-growth-momentum-slows,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/risks-and-rewards-of-automakers-on-software-defined-vehicles,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/risks-and-rewards-of-automakers-on-software-defined-vehicles,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/12/what-oems-dealers-lenders-need-know-about-auto-lease-returns-2025,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/12/what-oems-dealers-lenders-need-know-about-auto-lease-returns-2025,EXISTS in AEM,PARTIAL (some unresolved),13,11,2,audienceRole: Dealer / retailer | audienceRole: Leasing / financial services
https://www.spglobal.com/automotive-insights/en/blogs/2024/2/briefcase-navigating-the-red-sea-crisis,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/2/briefcase-navigating-the-red-sea-crisis,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/2/sp-global-mobility-28th-annual-automotive-loyalty-awards,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/2/sp-global-mobility-28th-annual-automotive-loyalty-awards,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/2/sp-global-mobility-expands-partnership-with-automotive-news,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/2/sp-global-mobility-expands-partnership-with-automotive-news,EXISTS in AEM,APPLIED (all resolved),4,4,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/2/us-commercial-vehicle-market-grew-14-percent-in-2023,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/2/us-commercial-vehicle-market-grew-14-percent-in-2023,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/briefcase-climate-politics-frances-carbon-footprint-incentive,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/briefcase-climate-politics-frances-carbon-footprint-incentive,EXISTS in AEM,PARTIAL (some unresolved),14,13,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/briefcase-indias-road-to-adas-adoption,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/briefcase-indias-road-to-adas-adoption,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/briefcase-sodium-ion-batteries-to-unseat-lithium,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/briefcase-sodium-ion-batteries-to-unseat-lithium,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/february-2024-us-auto-sales-to-bounce-mildly,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/february-2024-us-auto-sales-to-bounce-mildly,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/fuel-for-thought-the-road-to-transformation-charting-the-cours,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/fuel-for-thought-the-road-to-transformation-charting-the-cours,EXISTS in AEM,APPLIED (all resolved),7,7,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/march-2024-us-auto-sales-reflect-uneasy-progress,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/march-2024-us-auto-sales-reflect-uneasy-progress,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/us-commercial-truck-market-beats-growth-expectations-new-insights,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/us-commercial-truck-market-beats-growth-expectations-new-insights,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/us-ev-sales-grew-nearly-52-in-2023,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/us-ev-sales-grew-nearly-52-in-2023,EXISTS in AEM,PARTIAL (some unresolved),12,11,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/3/us-graphite-supply-chain-expansion-dimming-import-needs,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/3/us-graphite-supply-chain-expansion-dimming-import-needs,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/4/april-2024-us-auto-sales,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/4/april-2024-us-auto-sales,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/4/briefcase-taiwan-earthquake-puts-spotlight-back-on-chip-supply,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/4/briefcase-taiwan-earthquake-puts-spotlight-back-on-chip-supply,EXISTS in AEM,APPLIED (all resolved),12,12,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/4/electric-vehicles-battery-production-india,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/4/electric-vehicles-battery-production-india,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/automotive-marketing-electric-vehicles,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/automotive-marketing-electric-vehicles,EXISTS in AEM,PARTIAL (some unresolved),12,10,2,theme: Electric vehicle industry | audienceRole: Dealer / retailer
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/average-age-vehicles-united-states-2024,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/average-age-vehicles-united-states-2024,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-can-data-privacy-concerns-spoil-connected-car-party,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/briefcase-can-data-privacy-concerns-spoil-connected-car-party,EXISTS in AEM,PARTIAL (some unresolved),10,9,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-eu-regulations-to-spark-surge-ev-charging-convenience,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/briefcase-eu-regulations-to-spark-surge-ev-charging-convenience,EXISTS in AEM,PARTIAL (some unresolved),10,8,2,theme: Electric vehicle industry | audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-india-new-electric-vehicle-policy,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/briefcase-india-new-electric-vehicle-policy,EXISTS in AEM,PARTIAL (some unresolved),10,8,2,theme: Electric vehicle industry | audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-software-defined-vehicles-identity-crisis-for-auto,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/briefcase-software-defined-vehicles-identity-crisis-for-auto,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/briefcase-the-game-of-tariffs-ev-battery-imports,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/briefcase-the-game-of-tariffs-ev-battery-imports,EXISTS in AEM,PARTIAL (some unresolved),12,11,1,audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/electric-motors-eaxles-growth-trends,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/electric-motors-eaxles-growth-trends,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/fuel-for-thought-average-age-vehicles-2024,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/fuel-for-thought-average-age-vehicles-2024,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/global-ev-demand-raises-concerns-about-battery-cell,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/global-ev-demand-raises-concerns-about-battery-cell,EXISTS in AEM,PARTIAL (some unresolved),13,12,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/5/may-2024-automotive-sales-united-states,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/5/may-2024-automotive-sales-united-states,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/9-highlights-survey-autonomous-vehicles,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/9-highlights-survey-autonomous-vehicles,EXISTS in AEM,APPLIED (all resolved),7,7,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/automotive-insights-q1-2024-canadian-ev-information-and-analys,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/automotive-insights-q1-2024-canadian-ev-information-and-analys,EXISTS in AEM,PARTIAL (some unresolved),11,10,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/briefcase-automotive-semiconductor-industry-positive-outlook,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/briefcase-automotive-semiconductor-industry-positive-outlook,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/briefcase-chinese-suppliers-gain-strong-foothold-lidar-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/briefcase-chinese-suppliers-gain-strong-foothold-lidar-market,EXISTS in AEM,APPLIED (all resolved),15,15,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/briefcase-ev-manufacturing-in-thailand-chinese-automakers,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/briefcase-ev-manufacturing-in-thailand-chinese-automakers,EXISTS in AEM,PARTIAL (some unresolved),11,10,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/connectivity-and-ota-updates,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/connectivity-and-ota-updates,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/demographic-marketing-automotive-industry,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/demographic-marketing-automotive-industry,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/electric-vehicle-growth-canada-usa,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/electric-vehicle-growth-canada-usa,EXISTS in AEM,PARTIAL (some unresolved),9,8,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/powertrain-and-investments-propel-americas-electrification,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/powertrain-and-investments-propel-americas-electrification,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/surprising-trends-us-electric-vehicle-market,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/surprising-trends-us-electric-vehicle-market,EXISTS in AEM,PARTIAL (some unresolved),12,11,1,theme: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/6/us-auto-sales-june-2024,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/6/us-auto-sales-june-2024,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/a-breakdown-on-europe-chinese-ev-tariffs,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/a-breakdown-on-europe-chinese-ev-tariffs,EXISTS in AEM,PARTIAL (some unresolved),12,10,2,theme: Electric vehicle industry | audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/auto-industry-responds-to-eu-tariffs-on-china-evs,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/auto-industry-responds-to-eu-tariffs-on-china-evs,EXISTS in AEM,PARTIAL (some unresolved),12,10,2,theme: Electric vehicle industry | audienceRole: Government / policy maker
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/briefcase-how-rivian-deal-propels-volkswagen-forward-sdv-race,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/briefcase-how-rivian-deal-propels-volkswagen-forward-sdv-race,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/briefcase-oems-battery-sourcing-conundrum,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/briefcase-oems-battery-sourcing-conundrum,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/fuel-for-thought-ev-battery-energy-demand-forecast,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/fuel-for-thought-ev-battery-energy-demand-forecast,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/july-light-vehicle-production-forecast,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/july-light-vehicle-production-forecast,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/july-us-auto-sales-to-realize-bounce-from-june-impacts,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/july-us-auto-sales-to-realize-bounce-from-june-impacts,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/7/toyota-tundra-represents-growing-competition-in-pickup-segment,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/7/toyota-tundra-represents-growing-competition-in-pickup-segment,EXISTS in AEM,APPLIED (all resolved),10,10,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/august-2024-auto-sales-united-states,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/august-2024-auto-sales-united-states,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/automakers-struggle-to-sustain-profit-margins,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/automakers-struggle-to-sustain-profit-margins,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/automotive-loyalty-hybrid-electric-vehicle-buyers,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/automotive-loyalty-hybrid-electric-vehicle-buyers,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-another-semiconductor-shortage-may-be-coming,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/briefcase-another-semiconductor-shortage-may-be-coming,EXISTS in AEM,APPLIED (all resolved),11,11,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-ev-software-challenges-lessons-from-volvo-and-volksw,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/briefcase-ev-software-challenges-lessons-from-volvo-and-volksw,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-south-korean-companies-eye-low-cost-lfp-battery-mkt,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/briefcase-south-korean-companies-eye-low-cost-lfp-battery-mkt,EXISTS in AEM,PARTIAL (some unresolved),14,12,2,marketSalesRegion: Japan/Korea | marketRegion: Japan/Korea
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/briefcase-steering-into-the-future-telematics-is-the-wheel-deal,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/briefcase-steering-into-the-future-telematics-is-the-wheel-deal,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/electric-vehicle-adoption-trends-its-not-all-grim,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/electric-vehicle-adoption-trends-its-not-all-grim,EXISTS in AEM,APPLIED (all resolved),9,9,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/fuel-for-thought-electric-vehicle-adoption-trends-china,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/fuel-for-thought-electric-vehicle-adoption-trends-china,EXISTS in AEM,PARTIAL (some unresolved),13,12,1,topic: Electric vehicle industry
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/light-vehicle-production-forecast-august-2024,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/light-vehicle-production-forecast-august-2024,EXISTS in AEM,APPLIED (all resolved),8,8,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/motor-shows-where-are-they-now,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/motor-shows-where-are-they-now,EXISTS in AEM,APPLIED (all resolved),6,6,0,
https://www.spglobal.com/automotive-insights/en/blogs/2024/8/the-growing-popularity-of-ev-leasing,Blog or Automotive Insights,/content/mobility-global/en-us/automotive-insights/blogs/2024/8/the-growing-popularity-of-ev-leasing,EXISTS in AEM,PARTIAL (some unresolved),12,9,3,theme: Electric vehicle industry | audienceRole: Leasing / financial services | audienceRole: Dealer / retailer
